battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
704,no,2.2,yes,4,no,53,0.2,186,six,6,251,1013,3653,7,1,15,yes,yes,yes,2
525,yes,0.5,yes,5,no,51,0.5,137,,11,262,1587,1891,18,3,12,no,yes,no,1
504,yes,0.5,yes,5,no,16,0.1,166,one,9,767,1665,701,17,15,15,yes,no,yes,0
793,no,1.2,yes,1,yes,38,0.6,176,four,7,1226,1815,3139,6,1,12,yes,yes,yes,3
569,no,0.6,yes,2,no,39,0.1,184,,9,389,739,2811,7,6,7,yes,no,yes,1
1590,no,1.9,yes,3,yes,21,1,160,five,18,920,963,1701,11,4,4,yes,no,yes,1
707,no,0.5,no,0,yes,16,0.1,194,two,0,1027,1508,1853,17,14,12,yes,yes,yes,1
767,no,1.9,no,16,yes,19,0.2,185,six,17,271,1000,2445,6,1,6,yes,yes,yes,1
1350,yes,0.5,yes,0,yes,50,0.8,181,,4,369,544,2287,15,1,8,yes,yes,no,1
1117,yes,0.6,yes,0,no,31,0.2,146,two,7,1258,1627,2003,8,7,14,no,yes,yes,2
641,yes,1.1,no,0,yes,7,0.9,192,one,3,417,759,3595,7,5,19,yes,yes,yes,2
1002,no,0.8,yes,0,yes,35,0.5,83,two,4,1345,1416,1726,16,5,19,yes,no,yes,1
1408,yes,2.1,yes,10,no,45,0.9,89,five,14,613,1088,3952,8,6,3,no,no,yes,3
1900,yes,2,yes,1,no,41,0.5,190,,6,912,1596,850,5,1,4,yes,yes,yes,1
726,no,2.9,no,0,no,43,0.1,101,,0,666,760,1446,17,2,8,yes,yes,no,0
1544,no,2.3,no,12,yes,45,0.1,113,,20,236,857,1300,8,7,18,yes,yes,no,1
1454,yes,1.6,no,6,yes,21,0.2,160,four,10,186,1100,719,14,10,10,yes,yes,yes,0
1230,yes,2.2,yes,6,no,26,0.8,123,five,7,416,676,988,11,5,9,no,yes,yes,0
1552,no,1.2,no,10,yes,53,0.3,180,,18,430,658,2606,13,6,12,yes,no,no,2
1519,no,2.1,no,0,no,32,0.7,200,one,10,168,1239,2912,11,10,15,yes,yes,no,2
723,yes,1.9,no,4,no,30,0.3,102,one,7,1467,1901,2339,19,9,17,no,yes,yes,2
1191,no,2.4,yes,2,no,13,0.9,169,one,7,179,1813,1028,14,6,8,yes,yes,yes,0
1168,no,1.3,no,9,no,61,0.1,90,,10,159,1578,3173,9,4,17,no,no,yes,3
1229,no,0.5,yes,15,no,14,0.8,191,two,16,120,1878,1667,17,6,17,no,no,yes,1
1758,yes,0.5,no,11,yes,13,0.6,190,,14,762,1864,1897,6,2,15,yes,no,no,2
1290,no,0.5,no,0,no,3,0.1,143,six,4,600,1109,1214,9,8,15,no,yes,yes,1
574,no,2.8,yes,16,no,38,0.1,90,six,17,286,1171,3269,8,7,10,no,yes,no,2
1271,yes,0.5,no,12,no,32,0.1,113,seven,15,1350,1949,445,15,14,14,no,no,yes,0
1170,yes,1.2,no,4,no,30,0.4,83,,15,27,1722,1073,6,4,8,yes,yes,no,0
1269,yes,1.3,no,14,no,52,0.8,118,two,15,1597,1920,665,18,5,5,no,no,no,1
1288,no,2.8,yes,15,no,50,0.1,121,two,20,1177,1809,3129,17,6,2,no,no,no,3
1366,yes,0.7,yes,0,yes,34,0.1,150,two,9,402,964,3501,13,11,3,yes,no,no,3
1572,yes,0.8,yes,7,yes,8,0.8,169,five,8,577,1237,3461,6,3,10,yes,yes,yes,3
1627,no,0.9,yes,9,yes,32,0.1,180,six,16,52,1082,3206,12,6,16,yes,yes,no,3
1701,yes,0.5,no,13,yes,46,0.9,115,two,15,364,828,3717,11,0,10,yes,yes,no,3
1900,yes,0.5,yes,0,yes,55,0.9,171,one,1,934,1241,3917,15,5,18,yes,no,yes,3
1974,no,1,no,4,no,24,0.3,80,seven,13,250,545,861,7,4,6,yes,no,yes,0
1197,yes,0.5,yes,9,no,20,0.1,129,five,10,214,1710,2885,19,7,14,yes,yes,yes,2
587,yes,2.3,yes,4,no,6,0.7,170,one,16,612,1793,2777,9,2,14,yes,yes,no,2
934,no,1.1,no,7,no,24,0.8,112,five,12,1111,1463,1017,12,7,9,no,no,yes,0
1195,no,2,yes,1,yes,23,0.1,82,four,9,163,1100,980,13,9,17,yes,no,no,0
1853,yes,1,no,2,no,23,0.4,92,one,15,202,1951,2775,14,4,17,yes,no,no,3
1164,no,1,no,4,yes,19,0.9,95,,18,729,1704,3309,15,3,3,yes,no,yes,3
1512,yes,0.5,no,8,yes,18,0.1,88,three,17,1079,1897,3607,12,10,6,yes,yes,yes,3
1232,no,2.9,yes,1,yes,24,0.3,169,five,17,361,809,1257,16,10,16,yes,no,no,0
1813,yes,0.6,yes,0,yes,5,0.2,198,three,8,338,1306,759,9,3,14,yes,yes,no,0
946,yes,2.6,yes,17,no,5,0.1,166,three,20,1698,1771,3720,15,7,4,no,yes,no,3
739,yes,2.3,yes,2,yes,58,0.1,88,three,4,1052,1536,475,7,6,6,yes,no,yes,0
704,yes,2.7,no,8,yes,29,0.2,80,one,10,1108,1509,1122,9,3,10,yes,yes,yes,0
1663,yes,0.5,no,0,no,40,0.6,147,four,15,951,1545,1336,8,5,15,yes,no,no,1
1966,yes,1.4,yes,2,no,40,0.9,185,,18,1197,1987,1185,11,2,20,no,yes,no,2
1219,no,1,yes,0,no,17,0.7,196,five,4,473,1022,705,11,3,6,no,yes,yes,0
612,yes,0.7,no,6,no,35,0.6,181,five,12,1294,1337,3169,14,9,6,no,no,no,2
1658,yes,1.4,no,0,yes,39,0.7,182,one,5,410,522,3483,10,1,15,yes,no,yes,3
1263,no,0.5,no,12,no,64,0.3,175,five,18,178,1883,1183,14,3,17,no,no,yes,1
1395,yes,2.8,no,0,yes,55,0.6,118,three,1,782,1787,3373,11,2,16,yes,yes,no,3
621,yes,2.7,yes,0,no,54,0.1,151,four,20,434,910,2801,6,1,5,yes,yes,yes,2
652,no,0.5,yes,1,no,58,0.6,142,three,2,464,781,565,18,12,9,no,no,yes,0
1175,no,0.6,no,10,no,25,0.1,145,two,12,137,1501,3153,9,4,12,yes,no,no,2
561,yes,1,no,0,no,11,0.1,163,,10,492,1176,3421,16,2,5,yes,yes,yes,2
1137,no,2.2,no,6,yes,3,0.9,173,five,7,1250,1285,316,15,14,17,yes,no,no,0
1835,yes,2.3,no,4,yes,11,0.1,193,seven,13,385,583,448,18,17,14,yes,no,no,0
1170,no,2.9,yes,2,no,40,0.4,169,six,5,427,684,2366,16,8,2,yes,yes,yes,1
1595,yes,0.8,yes,0,yes,44,0.7,85,four,20,1024,1838,3881,14,10,9,yes,no,yes,3
1719,yes,2,no,0,no,12,0.3,122,,7,240,904,462,6,3,5,no,no,no,0
1770,no,2.3,yes,0,no,7,0.8,128,seven,6,886,1552,1480,6,1,17,yes,no,no,1
1312,no,0.5,yes,0,yes,28,0.8,163,two,0,1233,1854,1087,17,16,14,yes,no,no,1
1878,no,1.5,yes,5,yes,56,0.3,139,five,13,183,559,2711,8,2,3,yes,yes,yes,2
1871,yes,2,no,7,yes,20,0.1,81,seven,14,88,1682,2144,13,12,12,yes,yes,yes,2
922,no,1.5,yes,1,yes,35,0.9,188,seven,15,1016,1383,1165,19,6,4,yes,yes,yes,0
1975,yes,1.5,no,6,yes,16,0.9,128,,11,80,655,2998,5,4,13,yes,yes,no,2
1212,no,2.6,no,1,yes,46,0.3,102,four,8,611,1715,2249,14,3,4,yes,yes,yes,2
1430,yes,0.9,no,3,no,56,0.1,179,three,5,569,906,752,17,8,17,no,no,yes,0
1958,yes,1.9,yes,0,no,4,0.2,190,two,3,304,637,1409,16,5,3,no,no,no,1
1836,yes,2.1,yes,0,yes,30,0.2,184,seven,15,276,1230,3072,7,3,5,yes,yes,no,3
557,yes,1.6,no,0,no,24,0.5,125,three,0,1131,1315,1305,12,8,3,yes,no,yes,0
539,yes,0.6,yes,9,no,21,0.1,145,seven,14,551,599,3597,14,5,9,no,no,no,2
880,no,0.5,yes,1,no,44,0.5,172,,15,436,1302,3132,8,7,6,no,yes,yes,2
1369,yes,1.8,yes,6,no,34,0.5,162,one,7,553,727,3856,18,4,18,no,yes,yes,3
1109,yes,2.7,yes,1,no,39,0.4,98,one,9,1391,1787,1524,15,10,7,yes,yes,yes,1
843,no,1.8,yes,0,no,16,0.1,166,five,6,981,1096,3673,12,1,20,yes,no,yes,3
598,no,2.3,yes,7,no,21,0.7,196,two,10,680,1173,3293,8,4,7,yes,no,yes,2
972,yes,2.7,yes,1,no,5,1,126,four,2,687,816,3035,12,7,19,yes,no,yes,2
1944,yes,0.5,no,5,yes,36,0.1,197,six,18,1060,1970,584,17,14,13,yes,yes,no,1
1225,no,0.7,yes,0,yes,2,0.6,138,seven,1,217,1101,2675,12,11,15,yes,yes,no,2
644,yes,1.3,yes,7,yes,30,0.5,114,one,16,1140,1654,2382,9,0,19,yes,no,yes,2
1919,no,1.5,no,5,yes,48,0.8,150,four,6,304,1191,1391,19,13,12,yes,no,yes,1
501,no,2.3,no,12,yes,54,0.3,131,four,19,504,1089,2346,13,12,2,yes,no,yes,1
1620,yes,2.2,yes,0,yes,30,0.2,185,three,3,832,1033,606,6,0,18,yes,no,no,0
1227,yes,1.1,yes,0,no,34,0.2,130,three,3,935,1781,1324,7,3,12,no,yes,yes,1
1359,yes,0.5,yes,1,yes,58,0.5,107,six,3,446,901,1076,16,8,4,yes,yes,yes,0
1914,no,0.7,no,1,no,35,0.6,118,,2,942,1701,643,17,1,8,yes,no,yes,1
1645,yes,1.8,no,1,no,21,0.7,123,seven,2,897,1308,783,10,8,20,yes,no,no,0
1063,yes,1.1,no,0,yes,26,0.8,101,five,2,1208,1232,3809,17,16,5,yes,no,yes,3
946,no,2.1,no,0,yes,19,0.2,154,,0,159,630,2104,7,4,16,yes,yes,no,1
1231,no,1.2,yes,5,no,54,0.8,185,three,10,632,1184,1762,5,3,6,yes,yes,no,1
1397,no,2.9,yes,13,no,9,0.5,87,six,18,1308,1991,3137,12,1,11,yes,yes,yes,3
701,yes,0.7,no,7,no,15,0.5,160,three,11,1002,1256,1756,6,3,17,yes,yes,yes,1
570,yes,0.5,yes,2,no,9,0.3,111,seven,5,1331,1917,3663,14,10,14,no,no,no,3
1993,yes,0.5,no,10,yes,27,0.3,147,,11,150,510,2437,14,0,9,yes,no,no,2
955,no,0.5,yes,4,no,43,0.9,143,five,8,1248,1511,1432,12,9,9,yes,yes,yes,1
924,no,0.5,yes,0,yes,47,0.3,167,,6,108,1813,1620,17,15,12,yes,no,no,1
600,no,0.5,no,0,no,14,0.8,112,five,2,320,747,1655,18,0,9,no,no,no,0
518,no,0.8,yes,0,no,3,0.1,178,seven,1,437,1947,2832,5,0,8,yes,no,yes,2
1063,yes,2.5,no,0,yes,31,0.9,95,six,10,295,935,961,16,6,5,yes,yes,no,0
920,yes,0.5,no,2,no,46,0.8,149,three,3,1058,1421,2608,6,0,2,no,no,yes,2
1715,no,1.9,no,4,yes,3,0.1,171,five,6,79,1652,514,7,4,13,yes,no,no,0
1841,yes,1.3,yes,6,no,14,0.6,167,,8,593,672,2304,7,1,18,no,no,yes,2
543,yes,0.5,yes,4,yes,60,0.7,132,five,7,693,1031,933,14,0,5,yes,yes,no,0
1762,yes,2.7,yes,13,yes,25,0.9,189,one,14,300,527,1896,14,10,20,yes,yes,yes,1
1112,yes,0.5,yes,1,no,53,0.6,121,four,16,234,739,3655,7,3,20,yes,yes,no,3
709,yes,2,yes,0,no,35,0.1,136,one,0,1545,1596,1973,12,9,16,no,yes,yes,1
1315,yes,2.6,no,7,no,64,0.8,128,seven,16,59,575,3278,6,3,13,no,no,no,2
1762,yes,2.5,no,10,yes,15,0.3,107,,11,1103,1364,2183,8,3,11,yes,yes,no,2
1462,yes,1.7,yes,1,no,25,0.2,182,seven,18,91,1478,824,15,5,13,yes,no,yes,0
571,no,1.6,yes,8,no,35,0.2,186,seven,20,177,1282,2598,13,5,8,yes,yes,no,1
666,yes,0.5,yes,7,yes,54,0.4,81,three,13,58,1353,1254,15,9,9,yes,yes,yes,0
1994,no,1.5,yes,2,yes,7,0.5,146,,7,447,1435,3622,7,0,20,yes,no,yes,3
1583,yes,2.1,yes,11,no,14,0.7,148,seven,16,942,1651,1704,17,13,2,yes,no,yes,2
1778,no,1.4,yes,3,yes,45,1,132,four,17,88,516,1624,15,13,9,yes,yes,no,1
1926,yes,1.1,no,13,yes,50,0.2,179,six,17,371,1000,3809,17,12,17,yes,yes,no,3
966,yes,0.6,no,9,yes,50,0.2,117,four,10,1446,1754,2574,10,1,5,yes,no,yes,2
568,no,2,no,1,no,36,0.3,179,three,4,181,1703,950,17,9,9,yes,no,no,0
1897,no,3,no,1,yes,21,0.5,192,,2,1311,1935,273,17,6,3,yes,yes,yes,0
1695,no,0.5,yes,6,yes,46,0.7,200,three,9,1791,1898,446,16,13,15,yes,yes,yes,1
1623,yes,1.2,no,6,yes,61,0.9,120,seven,12,1568,1832,1510,12,10,17,yes,yes,no,2
914,yes,0.5,no,0,yes,26,0.7,147,four,0,706,721,1122,12,9,2,yes,yes,yes,0
1721,yes,0.5,yes,4,yes,33,0.5,128,four,5,871,1048,707,19,2,5,yes,yes,yes,0
890,yes,2.2,yes,4,no,44,0.5,198,,13,1074,1873,751,7,3,3,no,no,no,0
600,no,0.5,no,1,no,48,0.8,191,three,7,501,1465,3393,12,7,8,yes,no,no,2
1677,no,1.8,yes,4,no,11,0.7,124,six,8,271,1477,3771,15,6,12,yes,no,no,3
723,no,0.5,no,0,yes,3,0.2,168,four,3,920,1748,1851,15,3,16,yes,no,no,1
638,no,1.7,yes,11,no,27,0.5,102,four,17,1171,1383,2735,7,2,9,yes,yes,no,2
852,no,1,yes,4,yes,62,0.7,104,seven,13,293,1159,2253,17,4,7,yes,yes,no,1
1979,yes,1.6,yes,0,no,32,0.2,165,seven,1,833,1630,452,13,6,14,no,yes,no,0
710,yes,0.5,no,6,no,32,0.8,151,five,9,485,857,1419,12,11,18,no,yes,no,0
1034,no,2.6,yes,2,yes,45,0.3,190,three,4,182,1293,969,15,1,7,yes,no,no,0
600,no,2.5,yes,8,yes,22,0.1,145,one,11,207,1162,3441,19,1,5,yes,no,no,2
1027,no,0.5,no,2,yes,64,0.9,103,two,7,1698,1747,3786,17,12,12,yes,no,no,3
1260,no,0.6,no,5,yes,13,1,106,six,6,165,736,2710,13,1,8,yes,yes,no,2
1793,no,1.8,yes,10,no,12,0.5,169,six,17,1086,1418,3533,16,14,15,yes,yes,yes,3
675,no,2.3,no,10,no,60,0.9,144,five,15,192,757,1735,7,0,13,yes,no,yes,0
658,yes,2.7,no,0,yes,12,0.9,103,seven,3,1156,1750,3587,14,11,20,yes,no,no,3
1694,yes,0.6,no,0,yes,34,0.3,102,seven,7,377,549,2298,17,5,2,yes,yes,no,2
804,yes,0.8,yes,12,yes,41,0.9,89,one,13,709,818,2027,11,5,11,yes,no,no,1
1713,no,2.5,yes,1,no,27,0.9,127,seven,3,729,974,2406,13,10,20,yes,no,yes,2
706,no,0.5,no,13,yes,31,0.1,108,three,19,543,938,2419,8,7,4,yes,no,yes,1
1362,no,0.5,no,3,no,25,0.8,131,seven,9,553,1505,995,7,6,18,no,yes,yes,0
1527,no,2.7,no,10,yes,60,0.1,154,five,14,526,1116,2078,5,3,11,yes,yes,yes,2
768,no,0.5,yes,0,no,19,0.9,159,two,1,637,991,1145,19,1,7,no,no,yes,0
1314,no,2.9,yes,8,yes,41,0.1,155,four,12,113,577,626,10,4,4,yes,yes,yes,0
705,yes,0.5,no,5,yes,57,0.9,155,six,9,1114,1374,1509,15,11,18,yes,yes,yes,1
1403,no,2.7,no,2,yes,26,0.1,164,five,3,461,1251,3371,13,9,9,yes,no,yes,3
1486,no,2.6,no,7,no,52,0.1,85,four,15,1430,1747,297,13,1,15,no,yes,no,0
781,no,1.1,no,2,no,38,0.4,198,five,7,304,1674,3508,13,8,5,no,no,yes,3
986,yes,1.5,no,1,yes,23,0.8,183,,3,471,800,2385,16,9,19,yes,no,no,1
1310,no,1.4,no,0,no,33,0.4,105,one,14,806,1016,1301,13,12,19,no,no,yes,1
560,yes,2,yes,6,yes,57,0.3,81,three,12,80,1327,2167,11,10,7,yes,no,yes,1
1348,no,1.3,no,0,no,43,0.4,116,five,6,204,501,3914,10,3,8,yes,no,yes,3
1567,no,0.5,yes,3,no,22,0.5,119,six,6,545,1621,2312,9,1,18,yes,no,no,2
1940,yes,0.9,yes,4,no,17,0.7,93,five,7,112,858,2297,14,6,8,no,yes,no,2
1979,yes,2.9,yes,0,yes,19,1,176,three,9,1331,1532,411,8,2,2,yes,yes,yes,0
561,yes,2.1,yes,7,yes,2,0.1,193,three,13,1055,1294,665,10,0,4,yes,yes,no,0
1717,yes,1.3,no,1,no,62,0.7,130,one,3,609,810,3226,6,4,5,no,yes,no,3
535,no,1.5,no,1,yes,48,0.7,113,one,4,290,811,740,11,10,18,yes,yes,no,0
1413,no,0.5,yes,4,yes,39,0.1,185,five,12,1039,1318,3878,19,16,4,yes,no,no,3
1358,no,2.5,yes,0,no,20,0.6,135,seven,0,1485,1655,3406,5,1,11,no,no,yes,3
1519,no,2.9,no,2,no,30,0.7,112,seven,8,1122,1702,2440,9,5,10,yes,yes,yes,2
1254,no,1.2,yes,2,no,50,0.7,108,five,6,462,1013,3959,10,4,17,yes,yes,no,3
1591,yes,2.2,no,3,yes,49,0.4,154,six,7,1384,1883,3703,17,6,20,yes,yes,no,3
977,yes,2.8,yes,2,no,35,0.6,165,two,15,1502,1862,3714,19,3,10,no,yes,yes,3
1640,yes,0.7,no,10,yes,21,0.8,169,seven,14,589,1301,337,16,3,5,yes,yes,no,0
663,no,0.8,yes,0,no,25,0.6,183,two,1,82,1605,3176,6,2,2,yes,no,yes,2
1744,yes,1,no,1,yes,20,0.5,112,,3,68,718,1205,18,7,14,yes,no,no,1
1624,no,1.6,yes,8,no,28,0.4,150,two,10,689,699,2473,16,11,2,yes,no,no,2
1108,yes,1.3,yes,14,yes,2,0.3,169,seven,20,208,1742,1229,5,3,4,yes,yes,no,0
1188,yes,1.4,yes,0,yes,9,0.6,114,two,0,1339,1558,2896,12,11,16,yes,no,yes,3
817,no,1.3,no,0,no,11,0.5,144,three,11,722,766,2039,11,6,19,no,yes,no,1
863,no,1.6,yes,5,yes,6,0.7,133,four,13,717,1799,520,10,2,18,yes,no,yes,0
1397,no,2.4,yes,5,yes,3,0.2,121,three,15,433,1658,1378,18,15,4,yes,yes,yes,1
1108,no,1,no,3,no,49,0.7,140,five,12,1298,1666,3254,12,0,16,yes,no,no,3
1068,no,2,yes,1,yes,37,0.9,184,seven,13,186,1998,1803,5,4,7,yes,no,no,1
1702,yes,2.3,no,12,yes,52,0.5,145,two,15,1397,1491,2501,16,12,4,yes,no,no,3
808,no,0.5,yes,0,no,8,0.1,192,four,1,618,1891,3762,15,9,12,yes,no,yes,3
1156,no,0.5,no,6,no,61,0.1,89,seven,9,1214,1262,1796,16,6,13,no,yes,yes,1
1271,no,0.5,yes,2,no,54,0.1,159,,3,613,650,990,14,11,6,no,yes,yes,0
696,no,0.5,no,6,no,51,0.3,197,three,8,649,907,2630,18,8,9,no,no,yes,1
1981,yes,1.9,yes,13,no,45,0.3,175,six,18,193,1234,1380,10,1,13,no,yes,no,1
614,no,1.7,yes,0,yes,58,0.2,128,seven,2,22,519,3487,15,6,11,yes,yes,yes,2
1590,no,0.6,yes,0,no,7,0.3,122,three,17,1464,1595,1201,12,3,18,yes,yes,yes,1
1945,no,1.6,no,4,no,21,0.7,113,three,10,280,895,3015,6,1,15,no,no,no,3
1135,yes,2.8,yes,9,no,43,0.4,158,one,11,690,1589,3204,18,13,6,yes,no,no,3
1049,no,0.6,yes,8,yes,2,0.3,172,six,10,39,1564,433,10,7,6,yes,no,no,0
1807,yes,2.1,no,2,no,49,0.8,125,one,10,337,1384,1906,17,13,13,no,yes,yes,2
984,yes,0.5,no,13,yes,42,0.8,98,seven,17,1036,1611,898,16,8,13,yes,yes,no,0
720,yes,1.4,yes,0,yes,61,0.6,96,seven,8,1347,1733,2799,5,3,15,yes,no,yes,3
1536,no,0.8,no,12,no,13,0.3,105,seven,20,22,1634,2020,6,0,16,yes,yes,no,2
771,yes,0.5,no,3,no,25,1,86,four,6,327,922,770,12,1,20,no,yes,no,0
503,no,2.5,no,3,no,57,0.6,185,six,11,778,1291,305,11,8,16,no,no,yes,0
675,no,2.4,no,1,no,42,0.6,187,seven,2,482,874,2953,9,5,13,yes,yes,no,2
1936,yes,1.9,yes,13,yes,34,0.2,182,seven,14,591,1089,1671,6,1,9,yes,no,yes,1
1303,no,1,yes,0,yes,15,0.1,138,three,10,229,1604,2574,12,4,14,yes,yes,yes,2
1004,yes,2.9,yes,0,no,35,0.2,141,six,9,901,1162,3772,17,8,18,no,yes,yes,3
1972,no,1.2,yes,0,no,37,0.7,102,two,1,715,1648,2870,16,0,17,no,no,no,3
1822,no,1.2,no,0,no,8,0.2,195,six,0,172,910,2577,9,5,8,yes,yes,no,2
1159,yes,2.8,no,5,yes,18,0.5,83,one,7,681,723,2246,8,1,3,yes,yes,no,1
1782,yes,2.8,yes,6,yes,58,0.8,157,one,13,867,999,2405,15,0,16,yes,no,yes,2
894,no,2.1,yes,16,no,16,0.7,168,,20,286,1300,3377,5,1,6,yes,yes,yes,2
1884,no,2.1,yes,7,yes,43,0.8,185,one,18,451,819,3619,14,8,7,yes,yes,yes,3
1648,yes,0.5,no,1,yes,17,0.9,142,two,3,1119,1238,1184,6,2,2,yes,no,yes,1
798,no,2.4,no,5,no,4,0.2,96,three,9,526,643,2965,15,7,14,yes,yes,no,2
802,yes,2.4,yes,1,no,45,0.8,157,three,9,1299,1633,3713,8,3,8,no,no,no,3
1276,yes,2.9,yes,2,no,53,0.3,130,two,3,217,735,3798,19,10,8,yes,yes,yes,3
1331,yes,1.6,no,0,no,16,0.5,165,two,7,1109,1226,1026,13,5,20,yes,no,yes,1
1620,no,2.6,yes,6,no,5,0.9,186,six,18,434,1339,1086,18,14,13,yes,no,no,1
1996,no,2.5,no,5,yes,51,0.4,122,four,9,671,1445,2236,8,7,12,yes,no,yes,2
1092,no,2.7,yes,8,no,45,0.8,185,one,10,1404,1424,1303,12,3,20,no,yes,yes,1
1018,yes,0.7,yes,7,no,63,0.1,155,five,18,856,883,3048,10,3,2,no,no,yes,2
545,no,0.5,no,0,yes,11,0.3,131,three,1,381,1452,616,15,6,19,yes,yes,yes,0
554,yes,1.3,no,0,no,12,0.1,105,six,10,85,806,3764,10,7,4,no,yes,yes,2
1264,no,2.9,yes,2,yes,34,0.2,171,three,3,562,849,419,7,4,3,yes,yes,yes,0
1030,no,1.6,yes,3,yes,58,0.2,138,six,20,1111,1812,2858,6,2,18,yes,yes,yes,3
1432,yes,1.7,yes,6,yes,39,0.3,164,four,18,209,947,504,14,4,10,yes,yes,no,0
558,yes,2.8,no,1,yes,49,0.8,142,five,4,997,1605,392,10,5,8,yes,yes,yes,0
829,no,0.5,no,0,no,56,0.6,129,seven,1,91,1916,820,12,6,11,yes,no,yes,0
1741,yes,1.8,no,0,no,14,0.7,143,,0,730,1895,3387,11,3,3,yes,no,no,3
1849,yes,2.3,no,7,yes,15,0.4,144,five,19,606,1123,3447,14,11,19,yes,no,yes,3
733,no,2.1,no,5,yes,7,0.2,174,seven,10,445,1409,1403,15,8,2,yes,yes,no,0
1872,yes,0.9,yes,0,no,16,0.5,80,two,2,286,1484,2295,15,11,16,no,no,yes,2
1853,no,0.5,yes,1,no,27,0.3,197,six,13,985,1005,1973,10,2,8,yes,no,yes,2
1149,yes,2.2,no,4,no,30,0.2,106,six,5,1617,1675,3755,17,14,8,yes,no,no,3
891,no,0.5,yes,9,yes,25,0.3,196,two,19,375,1724,2073,7,1,10,yes,no,yes,1
1911,yes,2,no,7,yes,64,0.6,163,,8,1795,1958,3872,9,8,11,yes,yes,no,3
550,yes,0.5,no,16,yes,23,0.1,145,two,17,486,1930,302,18,5,8,yes,no,no,0
576,no,0.8,no,0,yes,27,0.1,121,two,4,757,1518,1519,18,6,8,yes,no,yes,1
1760,no,1.9,no,1,yes,50,0.8,198,one,2,273,1704,2549,10,8,4,yes,yes,no,2
969,no,2.4,no,0,no,45,0.3,124,seven,0,491,589,404,18,5,19,yes,no,yes,0
1160,no,1.1,no,1,yes,63,0.7,166,three,2,762,859,595,18,4,15,yes,no,yes,0
827,no,1.1,yes,2,yes,18,0.9,160,two,16,448,821,1663,14,0,17,yes,yes,yes,0
1786,no,0.5,no,9,yes,58,0.7,161,seven,10,231,1671,2764,9,3,7,yes,yes,yes,3
774,yes,0.6,yes,2,yes,8,0.4,136,one,4,1713,1865,2614,7,0,14,yes,yes,yes,2
819,yes,2.5,yes,0,yes,11,0.2,83,,1,438,822,1094,10,5,15,yes,no,no,0
1042,no,2.2,no,15,yes,11,0.6,139,five,16,68,1018,2826,18,0,2,yes,no,no,2
1368,no,3,yes,10,no,50,0.2,97,seven,18,698,829,2496,13,6,5,no,yes,yes,2
1592,no,2.1,no,6,yes,50,0.1,181,two,17,510,522,2103,19,8,7,yes,no,no,1
1067,no,1.8,yes,11,no,14,0.2,146,one,15,965,1009,966,5,0,13,no,no,yes,0
1892,yes,0.7,no,5,no,47,0.4,110,four,10,1399,1564,2172,17,14,3,yes,yes,yes,2
915,no,1.1,no,6,no,56,0.6,187,,17,532,1448,905,19,10,12,no,yes,no,0
774,yes,2.8,no,7,yes,55,0.9,124,three,18,8,896,3916,8,1,12,yes,yes,no,3
1848,yes,1.4,yes,2,yes,42,0.7,179,two,10,154,605,3902,11,9,3,yes,no,yes,3
1501,no,1.1,no,12,yes,2,0.2,187,one,15,198,1056,2487,13,12,16,yes,yes,yes,2
1614,no,1.9,no,8,yes,55,0.3,188,three,17,860,1330,3914,17,13,13,yes,no,no,3
911,yes,2.9,no,0,no,46,0.1,181,five,1,461,670,363,9,5,17,no,yes,no,0
1520,no,0.5,no,1,yes,24,0.7,199,five,8,109,1909,3233,13,3,4,yes,no,yes,3
1647,no,1.4,yes,3,yes,38,0.3,102,six,15,193,1185,2532,16,14,15,yes,no,yes,2
1347,no,0.9,yes,8,yes,53,0.8,108,six,15,961,1008,3836,15,3,14,yes,no,yes,3
967,yes,1.6,no,4,no,25,0.6,92,,9,243,1642,3076,7,4,18,no,yes,yes,2
1442,no,2.2,no,0,yes,56,0.7,145,five,3,1626,1668,1513,11,8,7,yes,yes,no,2
1204,yes,2.6,no,0,no,10,0.3,199,seven,3,480,1482,1724,11,2,19,yes,no,no,1
1320,no,2.1,yes,0,yes,41,0.6,144,seven,2,123,1229,542,11,1,14,yes,yes,no,0
1800,yes,0.7,no,2,yes,8,0.4,100,seven,6,400,823,3481,10,8,8,yes,no,yes,3
1567,no,2.1,yes,3,no,22,0.8,153,three,19,190,1326,3991,15,2,10,yes,no,no,3
1439,no,0.9,no,12,yes,20,0.8,147,one,17,626,932,1790,19,12,15,yes,no,yes,1
1422,no,1,no,15,no,3,0.1,112,one,17,1,926,509,19,1,3,yes,yes,yes,0
1591,yes,2.2,yes,4,yes,52,1,161,three,16,548,1641,282,10,9,14,yes,yes,yes,0
880,no,1.7,no,2,no,6,0.6,198,four,19,632,660,3006,6,4,3,yes,no,no,2
1929,yes,0.5,yes,0,yes,19,1,163,six,2,349,1051,1913,12,7,6,yes,yes,no,1
1642,yes,1.6,yes,0,no,5,0.4,102,five,2,1686,1889,1333,18,0,2,no,no,yes,2
1511,no,2.5,yes,3,no,21,0.2,114,three,18,1455,1982,3746,10,0,5,yes,no,no,3
1312,no,1.3,no,5,yes,10,0.6,163,two,9,95,893,3941,6,2,13,yes,yes,yes,3
